Price,Rooms,Bathroom,Car,Landsize,BuildingArea,Distance,Type,RegionGroup,segment,Tier
2500000.0,5,3,2,488.0,140.0,11.2,h,Metro,2,S
370000.0,2,1,1,0.0,75.0,11.2,u,Metro,0,B
1150000.0,2,1,2,604.0,119.0,11.2,h,Metro,1,A
1600000.0,5,2,2,639.0,140.0,11.2,h,Metro,2,S
2001000.0,4,2,2,526.0,243.0,11.2,h,Metro,2,S
1915000.0,3,2,2,700.0,126.0,11.2,h,Metro,2,S
1690000.0,4,2,2,334.0,140.0,11.2,h,Metro,2,S
1135000.0,3,3,2,0.0,130.0,11.2,t,Metro,2,S
1240000.0,4,2,2,310.0,180.0,11.2,t,Metro,2,S
1120000.0,3,2,2,181.0,151.0,11.2,t,Metro,1,A
1625000.0,3,2,1,87.0,140.0,11.2,h,Metro,0,B
1500000.0,3,1,2,888.0,165.0,11.2,h,Metro,1,A
1400000.0,2,1,1,312.0,140.0,11.2,h,Metro,0,B
707500.0,3,1,1,170.0,83.0,11.2,u,Metro,0,B
835000.0,2,1,1,0.0,118.0,11.2,u,Metro,0,B
1870000.0,3,2,1,400.0,152.0,11.2,h,Metro,2,S
1580000.0,4,2,1,504.0,260.0,11.2,h,Metro,2,S
820000.0,2,2,1,0.0,104.0,11.2,u,Metro,0,B
480000.0,2,1,1,0.0,74.0,11.2,u,Metro,0,B
1420000.0,2,1,1,348.0,140.0,11.2,h,Metro,0,B
1370000.0,3,2,2,323.0,204.0,11.2,t,Metro,2,S
1680000.0,3,2,2,234.0,201.0,11.2,h,Metro,2,S
2960000.0,4,2,4,798.0,140.0,11.2,h,Metro,2,S
2110000.0,4,2,2,645.0,140.0,11.2,h,Metro,2,S
1300000.0,3,2,2,323.0,140.0,11.2,h,Metro,1,A
1750000.0,3,1,2,562.0,140.0,11.2,h,Metro,1,A
300000.0,1,1,1,0.0,42.0,11.2,u,Metro,0,B
1100000.0,3,1,2,645.0,126.0,11.2,h,Metro,1,A
373000.0,1,1,1,0.0,38.0,11.2,u,Metro,0,B
1230000.0,3,2,2,822.0,140.0,11.2,h,Metro,1,A
536000.0,2,1,1,0.0,75.0,11.2,u,Metro,0,B
2412000.0,2,1,4,1220.0,140.0,11.2,h,Metro,1,A
960000.0,3,2,1,310.0,114.0,11.2,h,Metro,0,B
315000.0,1,1,1,0.0,46.0,11.2,u,Metro,0,B
1297000.0,3,1,1,333.0,147.0,11.2,h,Metro,0,B
1015000.0,3,2,2,0.0,134.0,11.2,t,Metro,0,B
523000.0,2,1,1,0.0,62.0,11.2,u,Metro,0,B
1335000.0,3,2,2,606.0,133.0,11.2,h,Metro,1,A
1055000.0,3,2,1,0.0,140.0,11.2,h,Metro,0,B
425000.0,2,1,1,0.0,57.0,11.2,u,Metro,0,B
1670000.0,3,2,1,375.0,155.0,11.2,h,Metro,2,S
1350000.0,4,3,2,222.0,90.0,11.2,h,Metro,2,S
1650000.0,3,1,2,764.0,114.0,11.2,h,Metro,1,A
1550000.0,4,2,4,848.0,140.0,11.2,h,Metro,2,S
950000.0,3,1,1,288.0,132.0,11.2,h,Metro,0,B
1782500.0,3,1,2,615.0,126.0,11.2,h,Metro,1,A
2490000.0,4,2,2,640.0,140.0,11.2,h,Metro,2,S
500000.0,2,1,1,50.0,131.0,11.2,t,Metro,0,B
650000.0,2,2,1,0.0,120.0,11.2,t,Metro,0,B
870000.0,3,2,2,392.0,140.0,8.7,h,Metro,1,A
635000.0,2,2,1,0.0,75.0,8.7,u,Metro,0,B
975000.0,3,1,2,597.0,154.0,8.7,h,Metro,1,A
560000.0,3,2,2,77.0,115.0,8.7,t,Metro,0,B
560000.0,3,2,2,83.0,131.0,8.7,t,Metro,0,B
355000.0,2,1,1,0.0,88.0,8.7,t,Metro,0,B
550000.0,3,2,2,77.0,138.0,8.7,t,Metro,0,B
399000.0,2,1,1,904.0,53.0,8.7,h,Metro,0,B
940000.0,4,2,1,516.0,140.0,8.7,h,Metro,1,A
1105000.0,3,1,4,762.0,142.0,8.7,h,Metro,1,A
730000.0,3,1,2,250.0,132.0,8.7,t,Metro,0,B
425000.0,2,1,1,170.0,75.0,8.7,u,Metro,0,B
662500.0,3,2,2,202.0,121.0,8.7,u,Metro,0,B
986500.0,3,1,1,629.0,140.0,8.7,h,Metro,1,A
410000.0,2,1,2,53.0,71.0,8.7,t,Metro,0,B
930000.0,5,2,2,330.0,140.0,8.7,h,Metro,2,S
920000.0,3,1,2,689.0,110.0,8.7,h,Metro,1,A
1320000.0,3,2,2,645.0,211.0,8.7,h,Metro,2,S
1150000.0,5,3,2,446.0,286.0,8.7,h,Metro,2,S
680000.0,3,2,2,225.0,140.0,8.7,h,Metro,1,A
990000.0,5,2,2,433.0,140.0,8.7,h,Metro,2,S
330000.0,2,1,1,950.0,75.0,8.7,u,Metro,1,A
1011000.0,3,2,2,225.0,131.0,8.7,t,Metro,0,B
847000.0,3,2,2,222.0,200.0,8.7,h,Metro,2,S
1100000.0,4,2,2,586.0,140.0,8.7,h,Metro,2,S
479000.0,2,2,1,0.0,131.0,8.7,t,Metro,0,B
470000.0,2,2,1,0.0,131.0,8.7,t,Metro,0,B
510000.0,2,2,1,176.0,142.0,8.7,t,Metro,0,B
865000.0,3,2,2,151.0,3.0,8.7,t,Metro,0,B
488000.0,2,2,2,0.0,75.0,8.7,u,Metro,0,B
940000.0,4,2,1,325.0,140.0,8.7,h,Metro,1,A
570000.0,2,1,2,98.0,128.0,8.7,t,Metro,0,B
335000.0,2,1,1,0.0,99.0,8.7,h,Metro,0,B
429000.0,2,1,1,83.0,88.0,8.7,t,Metro,0,B
820000.0,3,2,2,275.0,131.0,8.7,t,Metro,1,A
408000.0,2,1,1,85.0,84.0,8.7,t,Metro,0,B
1040000.0,4,3,2,298.0,140.0,8.7,h,Metro,2,S
470000.0,2,2,1,0.0,79.0,8.7,u,Metro,0,B
1460000.0,3,1,2,926.0,140.0,8.7,h,Metro,1,A
780000.0,3,3,2,173.0,184.0,8.7,h,Metro,2,S
675000.0,3,2,2,210.0,131.0,8.7,t,Metro,0,B
440000.0,2,1,2,54.0,85.0,8.7,t,Metro,0,B
1048700.0,4,2,2,452.0,245.0,8.7,h,Metro,2,S
400000.0,2,1,2,54.0,85.0,8.7,t,Metro,0,B
1215000.0,4,3,4,613.0,142.0,8.7,h,Metro,2,S
1180000.0,4,3,2,688.0,166.0,8.7,h,Metro,2,S
1117000.0,4,3,2,325.0,207.0,8.7,h,Metro,2,S
420000.0,2,1,1,0.0,68.0,8.7,u,Metro,0,B
1000000.0,5,3,2,98.0,131.0,8.7,t,Metro,2,S
770000.0,4,2,2,215.0,231.0,8.7,h,Metro,2,S
905000.0,3,1,2,696.0,140.0,8.7,h,Metro,1,A
1151000.0,5,2,5,694.0,232.0,8.7,h,Metro,2,S
907000.0,3,1,2,678.0,124.0,8.7,h,Metro,1,A
820000.0,3,2,2,203.0,160.0,8.7,h,Metro,1,A
940000.0,3,1,1,695.0,141.0,8.7,h,Metro,1,A
1030000.0,4,2,1,573.0,196.0,8.7,h,Metro,2,S
1350000.0,5,3,5,670.0,140.0,8.7,h,Metro,2,S
1230000.0,4,3,2,270.0,215.0,8.7,h,Metro,2,S
460000.0,3,2,1,95.0,140.0,8.7,h,Metro,0,B
884500.0,3,2,2,211.0,234.0,8.7,h,Metro,2,S
1010000.0,3,1,1,594.0,140.0,8.7,h,Metro,1,A
820000.0,3,1,4,539.0,140.0,8.7,h,Metro,1,A
820000.0,3,1,4,578.0,176.0,8.7,h,Metro,1,A
330000.0,2,1,1,0.0,75.0,8.7,u,Metro,0,B
427000.0,1,1,0,0.0,75.0,2.8,u,Metro,0,B
780000.0,2,2,1,0.0,85.0,2.8,u,Metro,0,B
535000.0,2,1,1,0.0,84.0,2.8,u,Metro,0,B
450000.0,2,1,1,0.0,55.0,2.8,u,Metro,0,B
360000.0,2,1,0,0.0,66.0,2.8,u,Metro,0,B
665000.0,2,1,1,0.0,80.0,2.8,u,Metro,0,B
386000.0,1,1,0,0.0,64.0,2.8,u,Metro,0,B
659000.0,1,1,1,0.0,59.0,2.8,u,Metro,0,B
671000.0,2,1,1,0.0,75.0,2.8,u,Metro,0,B
545000.0,2,1,1,0.0,67.0,2.8,u,Metro,0,B
450000.0,1,1,0,0.0,57.0,2.8,u,Metro,0,B
432000.0,1,1,1,0.0,51.0,2.8,u,Metro,0,B
400000.0,1,1,1,0.0,75.0,2.8,u,Metro,0,B
210000.0,1,1,0,0.0,75.0,2.8,u,Metro,0,B
750000.0,3,2,1,0.0,122.0,2.8,u,Metro,0,B
680000.0,1,1,2,0.0,102.0,2.8,u,Metro,0,B
470000.0,2,1,2,0.0,55.0,2.8,u,Metro,0,B
650000.0,2,1,1,0.0,92.0,2.8,u,Metro,0,B
483000.0,2,1,1,0.0,68.0,2.8,u,Metro,0,B
610000.0,3,2,0,0.0,75.0,2.8,u,Metro,0,B
700000.0,1,1,1,0.0,64.0,2.8,u,Metro,0,B
440000.0,1,1,1,0.0,65.0,2.8,u,Metro,0,B
436000.0,1,1,0,0.0,75.0,2.8,u,Metro,0,B
733000.0,2,2,1,0.0,94.0,2.8,u,Metro,0,B
675000.0,2,2,1,0.0,75.0,2.8,u,Metro,0,B
1630000.0,3,2,0,95.0,140.0,2.8,h,Metro,0,B
760000.0,3,2,1,0.0,89.0,2.8,u,Metro,0,B
360000.0,2,1,1,1136.0,69.0,2.8,u,Metro,0,B
2600000.0,3,1,1,279.0,133.0,4.1,h,Metro,0,B
2350000.0,3,1,2,277.0,132.0,4.1,h,Metro,2,S
2956000.0,3,2,0,300.0,140.0,4.1,h,Metro,2,S
535000.0,2,1,1,760.0,58.0,4.1,u,Metro,0,B
400000.0,1,1,1,0.0,75.0,4.1,u,Metro,0,B
1690000.0,2,1,1,145.0,140.0,4.1,h,Metro,0,B
1020000.0,2,1,1,107.0,140.0,4.1,h,Metro,0,B
1515000.0,2,1,0,98.0,140.0,4.1,h,Metro,0,B
700000.0,2,1,1,0.0,67.0,4.1,u,Metro,0,B
2360000.0,3,1,1,288.0,140.0,4.1,h,Metro,0,B
2005000.0,3,1,0,220.0,140.0,4.1,h,Metro,0,B
702000.0,2,1,1,0.0,75.0,4.1,u,Metro,0,B
3120000.0,4,2,1,182.0,100.0,4.1,h,Metro,2,S
1025000.0,2,1,0,123.0,73.0,4.1,h,Metro,0,B
1920000.0,2,1,0,152.0,82.0,4.1,h,Metro,0,B
2623000.0,3,2,2,181.0,212.0,4.1,h,Metro,2,S
1500000.0,3,2,1,151.0,165.0,4.1,h,Metro,2,S
1630000.0,2,1,0,152.0,113.0,4.1,h,Metro,0,B
1910000.0,3,1,3,217.0,125.0,4.1,h,Metro,0,B
1320000.0,2,1,1,613.0,115.0,11.8,h,Metro,0,B
750000.0,2,2,2,0.0,80.0,11.8,u,Metro,0,B
2588000.0,3,3,2,1149.0,225.0,11.8,h,Metro,2,S
1955000.0,5,3,2,424.0,140.0,11.8,h,Metro,2,S
1400000.0,5,4,2,355.0,25.0,11.8,h,Metro,2,S
665000.0,2,2,2,1291.0,75.0,11.8,u,Metro,1,A
2714000.0,5,2,2,1053.0,140.0,11.8,h,Metro,2,S
2200000.0,4,2,2,931.0,199.0,11.8,h,Metro,2,S
660000.0,2,2,1,146.0,131.0,11.8,t,Metro,0,B
1310000.0,3,2,2,330.0,148.0,11.8,t,Metro,1,A
540000.0,2,1,1,0.0,75.0,11.8,u,Metro,0,B
2335000.0,4,2,2,813.0,170.0,11.8,h,Metro,2,S
2000000.0,4,2,1,626.0,140.0,11.8,h,Metro,2,S
1815000.0,5,1,0,711.0,207.0,11.8,h,Metro,2,S
725000.0,2,2,2,0.0,116.0,11.8,u,Metro,0,B
666000.0,2,1,1,0.0,140.0,11.8,h,Metro,0,B
1200000.0,3,2,2,255.0,152.0,11.8,t,Metro,1,A
1564000.0,3,2,2,640.0,117.0,11.8,h,Metro,1,A
520000.0,2,1,1,0.0,92.0,11.8,u,Metro,0,B
670000.0,3,2,2,0.0,120.0,6.9,u,Metro,0,B
1715000.0,4,2,3,668.0,140.0,6.9,h,Metro,2,S
1055000.0,3,2,2,0.0,189.0,6.9,h,Metro,2,S
348000.0,2,1,1,0.0,63.0,6.9,u,Metro,0,B
1780000.0,4,3,2,615.0,201.0,6.9,h,Metro,2,S
2150000.0,6,3,2,912.0,140.0,6.9,h,Metro,2,S
1730000.0,5,1,1,584.0,140.0,6.9,h,Metro,2,S
1440000.0,3,2,1,287.0,196.0,6.9,h,Metro,2,S
1225000.0,4,1,1,388.0,120.0,6.9,h,Metro,0,B
1445000.0,4,3,2,384.0,178.0,6.9,h,Metro,2,S
990000.0,3,1,2,328.0,107.0,6.9,h,Metro,0,B
1400000.0,3,2,2,597.0,140.0,6.9,h,Metro,2,S
1550000.0,3,2,3,477.0,258.0,6.9,h,Metro,2,S
1170000.0,3,1,1,443.0,102.0,6.9,h,Metro,0,B
1120000.0,4,1,1,571.0,138.0,6.9,h,Metro,1,A
675000.0,2,1,1,206.0,75.0,6.9,u,Metro,0,B
880000.0,3,2,2,315.0,140.0,6.9,h,Metro,1,A
1530000.0,4,2,1,431.0,152.0,6.9,h,Metro,2,S
1350000.0,4,2,2,447.0,140.0,6.9,h,Metro,2,S
832000.0,3,2,2,214.0,111.0,6.9,h,Metro,0,B
420000.0,2,1,1,0.0,82.0,6.9,u,Metro,0,B
565000.0,3,2,1,0.0,115.0,6.9,u,Metro,0,B
550000.0,2,1,1,0.0,85.0,6.9,u,Metro,0,B
1211000.0,4,1,3,477.0,146.0,6.9,h,Metro,1,A
2405000.0,5,2,1,0.0,140.0,6.9,h,Metro,2,S
1395000.0,4,1,2,603.0,140.0,6.9,h,Metro,1,A
1630000.0,3,2,0,408.0,199.0,6.9,h,Metro,2,S
1160000.0,3,1,1,449.0,133.0,6.9,h,Metro,0,B
1065000.0,3,1,1,395.0,140.0,6.9,h,Metro,0,B
1361500.0,4,1,2,453.0,145.0,6.9,h,Metro,1,A
945000.0,2,1,0,225.0,97.0,6.9,h,Metro,0,B
360000.0,1,1,1,0.0,54.0,6.9,u,Metro,0,B
860000.0,2,1,1,301.0,80.0,6.9,h,Metro,0,B
1260000.0,3,2,1,253.0,140.0,6.9,h,Metro,0,B
1637000.0,4,1,3,539.0,190.0,6.9,h,Metro,2,S
1505000.0,3,2,2,249.0,168.0,6.9,h,Metro,2,S
1100000.0,3,1,2,572.0,140.0,6.9,h,Metro,1,A
330000.0,2,1,1,0.0,39.0,6.9,u,Metro,0,B
1145000.0,3,2,2,478.0,140.0,6.9,h,Metro,1,A
1322000.0,4,1,1,549.0,192.0,6.9,h,Metro,2,S
1015000.0,2,1,1,228.0,125.0,6.9,h,Metro,0,B
750000.0,2,1,1,0.0,140.0,6.9,h,Metro,0,B
1013000.0,2,1,0,237.0,140.0,6.9,h,Metro,0,B
840000.0,3,1,0,307.0,136.0,6.9,h,Metro,0,B
1150000.0,4,2,1,481.0,140.0,6.9,h,Metro,2,S
1900000.0,5,3,2,646.0,261.0,6.9,h,Metro,2,S
890500.0,3,2,1,213.0,131.0,6.9,t,Metro,0,B
1370000.0,3,1,2,427.0,140.0,6.9,h,Metro,1,A
1400000.0,3,2,2,394.0,160.0,6.9,h,Metro,2,S
1310000.0,4,3,2,475.0,140.0,6.9,h,Metro,2,S
1833000.0,4,1,1,583.0,140.0,6.9,h,Metro,2,S
855000.0,3,1,1,274.0,140.0,6.9,h,Metro,0,B
930000.0,3,1,1,305.0,140.0,6.9,h,Metro,0,B
1480000.0,3,1,2,436.0,142.0,6.9,h,Metro,1,A
672000.0,2,1,2,230.0,75.0,6.9,u,Metro,0,B
410000.0,2,1,1,0.0,59.0,6.9,u,Metro,0,B
980000.0,5,2,2,207.0,168.0,6.9,t,Metro,2,S
1055000.0,2,1,1,292.0,140.0,6.9,h,Metro,0,B
440000.0,2,1,1,0.0,75.0,6.9,u,Metro,0,B
1435000.0,3,1,3,633.0,140.0,6.9,h,Metro,1,A
1275000.0,4,2,1,627.0,140.0,6.9,h,Metro,2,S
842500.0,3,2,1,216.0,156.0,6.9,t,Metro,0,B
1345000.0,4,2,2,313.0,193.0,6.9,h,Metro,2,S
265000.0,1,1,1,0.0,41.0,6.9,u,Metro,0,B
849000.0,2,1,1,345.0,95.0,6.9,h,Metro,0,B
1425000.0,3,1,1,526.0,159.0,6.9,h,Metro,1,A
1345000.0,3,2,1,310.0,287.0,6.9,t,Metro,2,S
330000.0,2,1,1,0.0,54.0,6.9,u,Metro,0,B
726000.0,4,2,1,67.0,145.0,6.9,t,Metro,0,B
1250000.0,3,2,1,283.0,222.0,6.9,h,Metro,2,S
870000.0,3,2,2,156.0,152.0,6.9,t,Metro,0,B
801000.0,2,1,0,133.0,140.0,6.9,h,Metro,0,B
1725000.0,3,2,3,596.0,203.0,6.9,h,Metro,2,S
415000.0,1,1,1,0.0,75.0,6.9,u,Metro,0,B
650000.0,3,1,1,0.0,75.0,6.9,u,Metro,0,B
600000.0,2,1,1,166.0,81.0,6.9,u,Metro,0,B
1505000.0,4,2,2,441.0,164.0,6.9,h,Metro,2,S
850000.0,3,2,1,271.0,143.0,6.9,h,Metro,0,B
292000.0,1,1,1,0.0,45.0,6.9,u,Metro,0,B
956000.0,2,1,2,435.0,140.0,6.9,h,Metro,0,B
1740000.0,5,1,2,739.0,155.0,6.9,h,Metro,2,S
1683000.0,3,2,2,222.0,140.0,6.9,h,Metro,2,S
574000.0,2,2,1,159.0,75.0,6.9,u,Metro,0,B
470000.0,2,1,1,0.0,65.0,6.9,u,Metro,0,B
1130000.0,3,2,2,217.0,145.0,6.9,t,Metro,0,B
730000.0,2,1,2,217.0,75.0,6.9,u,Metro,0,B
831000.0,2,1,1,0.0,140.0,6.9,h,Metro,0,B
930000.0,3,3,1,325.0,132.0,6.9,h,Metro,2,S
800000.0,3,1,1,207.0,140.0,6.9,h,Metro,0,B
1111000.0,3,1,2,502.0,140.0,6.9,h,Metro,1,A
900000.0,2,1,1,339.0,140.0,6.9,h,Metro,0,B
822500.0,2,1,1,219.0,140.0,6.9,h,Metro,0,B
1400000.0,4,2,2,595.0,140.0,6.9,h,Metro,2,S
336000.0,1,1,1,0.0,50.0,6.9,u,Metro,0,B
800000.0,2,2,2,239.0,120.0,6.9,t,Metro,0,B
1224000.0,3,1,3,834.0,143.0,14.6,h,Metro,1,A
1020000.0,3,1,3,771.0,140.0,14.6,h,Metro,1,A
1000000.0,3,2,2,573.0,150.0,14.6,h,Metro,1,A
380500.0,1,1,1,106.0,51.0,14.6,u,Metro,0,B
930000.0,4,3,2,443.0,4.0,14.6,h,Metro,1,A
1090000.0,3,2,2,784.0,160.0,14.6,h,Metro,1,A
947500.0,4,2,2,609.0,16.0,14.6,h,Metro,1,A
836000.0,3,1,4,695.0,165.0,14.6,h,Metro,1,A
1417250.0,3,2,2,653.0,180.0,14.6,h,Metro,2,S
980000.0,3,1,2,623.0,119.0,14.6,h,Metro,1,A
1110000.0,3,1,4,690.0,140.0,14.6,h,Metro,1,A
950000.0,2,1,3,649.0,75.0,14.6,h,Metro,1,A
1140000.0,4,2,1,318.0,242.0,14.6,h,Metro,2,S
750000.0,3,2,1,164.0,123.0,14.6,t,Metro,0,B
931000.0,3,1,2,313.0,75.0,14.6,u,Metro,0,B
1000000.0,4,3,4,581.0,159.0,14.6,h,Metro,2,S
655000.0,2,1,1,1202.0,75.0,14.6,u,Metro,1,A
1200000.0,4,2,1,696.0,214.0,14.6,h,Metro,2,S
987000.0,3,1,1,603.0,112.0,14.6,h,Metro,1,A
937000.0,3,2,1,534.0,104.0,14.6,h,Metro,1,A
1426000.0,4,2,1,720.0,218.0,14.6,h,Metro,2,S
1016000.0,4,3,2,272.0,188.0,14.6,h,Metro,2,S
910000.0,3,2,2,312.0,131.0,14.6,t,Metro,1,A
1385000.0,4,2,2,807.0,140.0,14.6,h,Metro,2,S
785000.0,3,2,2,169.0,131.0,14.6,t,Metro,1,A
901000.0,3,2,3,558.0,133.0,14.6,h,Metro,1,A
1300000.0,4,3,2,743.0,171.0,14.6,h,Metro,2,S
975000.0,3,1,2,576.0,121.0,14.6,h,Metro,1,A
1070000.0,4,2,1,603.0,140.0,14.6,h,Metro,1,A
639000.0,2,1,1,83.0,79.0,14.6,u,Metro,0,B
605000.0,2,1,2,180.0,68.0,14.6,u,Metro,0,B
960000.0,3,1,1,593.0,115.0,14.6,h,Metro,1,A
725000.0,3,2,1,374.0,137.0,14.6,h,Metro,1,A
981000.0,3,1,2,601.0,140.0,14.6,h,Metro,1,A
975000.0,3,1,2,650.0,140.0,14.6,h,Metro,1,A
800000.0,3,2,2,261.0,107.0,14.6,h,Metro,1,A
921000.0,4,1,2,592.0,140.0,14.6,h,Metro,1,A
917000.0,3,2,2,472.0,152.0,14.6,t,Metro,1,A
890000.0,3,1,1,698.0,114.0,14.6,h,Metro,1,A
1191000.0,2,1,2,756.0,97.0,14.6,h,Metro,1,A
1130000.0,4,1,2,638.0,140.0,14.6,h,Metro,1,A
776000.0,2,1,1,209.0,101.0,14.6,h,Metro,0,B
1035000.0,4,1,2,688.0,161.0,14.6,h,Metro,1,A
920000.0,3,1,1,653.0,140.0,14.6,h,Metro,1,A
1160000.0,4,2,2,588.0,199.0,14.6,h,Metro,2,S
825000.0,3,1,2,538.0,140.0,14.6,h,Metro,1,A
800000.0,3,2,1,0.0,131.0,14.6,t,Metro,0,B
240000.0,1,1,1,0.0,43.0,14.6,u,Metro,0,B
1105000.0,4,2,2,220.0,187.0,14.6,t,Metro,2,S
1025000.0,3,2,2,301.0,195.0,8.4,h,Metro,2,S
826000.0,3,1,2,281.0,100.0,8.4,h,Metro,0,B
900000.0,3,2,2,194.0,176.0,8.4,h,Metro,1,A
962000.0,3,2,2,283.0,179.0,8.4,t,Metro,2,S
800000.0,2,1,1,244.0,73.0,8.4,h,Metro,0,B
785000.0,3,2,2,0.0,140.0,8.4,h,Metro,0,B
710000.0,4,1,2,329.0,108.0,8.4,h,Metro,1,A
920000.0,3,2,2,296.0,140.0,8.4,h,Metro,1,A
940000.0,4,2,1,379.0,172.0,8.4,h,Metro,2,S
655800.0,3,2,1,178.0,102.0,8.4,h,Metro,0,B
1082000.0,4,3,2,233.0,165.0,8.4,h,Metro,2,S
1210000.0,3,1,1,546.0,144.0,8.4,h,Metro,1,A
880000.0,3,1,1,557.0,111.0,8.4,h,Metro,0,B
335000.0,1,1,1,0.0,50.0,8.4,u,Metro,0,B
1260000.0,4,1,3,757.0,159.0,8.4,h,Metro,1,A
995000.0,3,1,2,316.0,118.0,8.4,h,Metro,0,B
1380000.0,4,1,4,766.0,140.0,8.4,h,Metro,1,A
1220000.0,3,2,0,311.0,140.0,8.4,h,Metro,0,B
785000.0,3,1,1,185.0,140.0,8.4,h,Metro,0,B
962000.0,2,1,1,402.0,94.0,8.4,h,Metro,0,B
860000.0,4,3,2,217.0,195.0,8.4,h,Metro,2,S
1220000.0,5,3,2,681.0,140.0,8.4,h,Metro,2,S
930000.0,3,1,1,307.0,140.0,8.4,h,Metro,0,B
930000.0,3,2,1,343.0,140.0,8.4,h,Metro,0,B
800000.0,3,2,1,0.0,138.0,8.4,h,Metro,0,B
1305000.0,3,1,0,357.0,112.0,8.4,h,Metro,0,B
1060000.0,3,1,4,600.0,130.0,8.4,h,Metro,1,A
485000.0,2,1,1,0.0,65.0,8.4,u,Metro,0,B
950000.0,3,2,1,224.0,140.0,8.4,h,Metro,0,B
910000.0,2,1,1,264.0,140.0,8.4,h,Metro,0,B
810000.0,3,1,1,390.0,84.0,8.4,h,Metro,0,B
776000.0,3,1,3,363.0,140.0,8.4,h,Metro,1,A
1002500.0,3,1,2,501.0,140.0,8.4,h,Metro,1,A
807500.0,3,1,3,647.0,157.0,8.4,h,Metro,1,A
1120000.0,2,1,3,574.0,140.0,8.4,h,Metro,1,A
950000.0,3,2,2,281.0,140.0,8.4,h,Metro,1,A
1620000.0,4,3,1,425.0,233.0,8.4,h,Metro,2,S
923000.0,3,1,0,221.0,118.0,8.4,h,Metro,0,B
1030000.0,2,1,2,470.0,136.0,8.4,h,Metro,0,B
1046000.0,3,2,2,284.0,125.0,8.4,h,Metro,1,A
716000.0,3,1,2,268.0,140.0,8.4,h,Metro,0,B
740000.0,2,2,1,213.0,127.0,8.4,h,Metro,0,B
970000.0,4,1,1,619.0,151.0,8.4,h,Metro,1,A
735000.0,3,2,2,0.0,162.0,8.4,t,Metro,0,B
762000.0,2,1,2,451.0,140.0,8.4,h,Metro,0,B
485000.0,2,1,1,0.0,63.0,8.4,u,Metro,0,B
950000.0,3,1,2,453.0,145.0,8.4,h,Metro,1,A
1280000.0,4,2,1,458.0,153.0,8.4,h,Metro,2,S
1040000.0,4,2,2,299.0,198.0,8.4,h,Metro,2,S
2415000.0,5,3,2,803.0,293.0,8.4,h,Metro,2,S
1115000.0,4,1,1,0.0,163.0,8.4,h,Metro,0,B
1675000.0,3,2,2,575.0,140.0,8.4,h,Metro,2,S
1176000.0,3,1,2,767.0,111.0,8.4,h,Metro,1,A
1265000.0,4,2,2,774.0,185.0,8.4,h,Metro,2,S
801000.0,2,1,1,343.0,106.0,8.4,h,Metro,0,B
1185000.0,3,1,2,771.0,140.0,8.4,h,Metro,1,A
770000.0,3,2,2,224.0,132.0,8.4,t,Metro,0,B
1200000.0,3,2,0,288.0,140.0,8.4,h,Metro,0,B
993000.0,3,2,2,348.0,158.0,8.4,h,Metro,1,A
901000.0,3,1,1,557.0,140.0,8.4,h,Metro,1,A
650000.0,2,1,1,149.0,62.0,8.4,h,Metro,0,B
891500.0,3,1,0,344.0,130.0,8.4,h,Metro,0,B
3420000.0,4,2,2,757.0,140.0,8.4,h,Metro,2,S
805000.0,3,1,2,322.0,104.0,8.4,h,Metro,0,B
680000.0,2,1,1,229.0,101.0,8.4,h,Metro,0,B
827500.0,4,3,2,221.0,131.0,8.4,t,Metro,2,S
793000.0,2,1,1,144.0,140.0,8.4,h,Metro,0,B
988000.0,3,1,1,450.0,140.0,8.4,h,Metro,0,B
747000.0,3,2,2,753.0,170.0,8.4,t,Metro,1,A
910000.0,3,1,2,531.0,140.0,8.4,h,Metro,1,A
896000.0,2,1,0,297.0,95.0,8.4,h,Metro,0,B
890000.0,2,1,0,168.0,90.0,8.4,h,Metro,0,B
1199000.0,3,1,3,506.0,140.0,8.4,h,Metro,1,A
1100000.0,3,2,1,293.0,140.0,8.4,h,Metro,0,B
2015000.0,5,2,4,1017.0,140.0,8.4,h,Metro,2,S
930000.0,4,3,3,278.0,188.0,8.4,t,Metro,2,S
1151000.0,3,1,5,571.0,120.0,8.4,h,Metro,1,A
820000.0,4,2,2,753.0,204.0,8.4,t,Metro,2,S
670000.0,2,1,1,190.0,75.0,8.4,u,Metro,0,B
1040000.0,3,1,2,595.0,140.0,8.4,h,Metro,1,A
1316000.0,4,2,3,539.0,140.0,8.4,h,Metro,2,S
816000.0,2,1,1,315.0,104.0,8.4,h,Metro,0,B
945000.0,3,2,1,487.0,190.0,8.4,h,Metro,1,A
643700.0,1,1,0,129.0,45.0,8.4,h,Metro,0,B
760000.0,2,1,2,255.0,109.0,8.4,h,Metro,0,B
881000.0,8,2,4,663.0,190.0,8.4,h,Metro,2,S
900000.0,3,2,2,360.0,168.0,8.4,h,Metro,1,A
830000.0,3,3,2,303.0,236.0,11.2,t,Metro,2,S
780000.0,3,2,2,274.0,140.0,11.2,h,Metro,1,A
1020000.0,3,1,2,650.0,140.0,11.2,h,Metro,1,A
1330000.0,1,1,1,846.0,140.0,11.2,h,Metro,1,A
1126000.0,4,2,2,650.0,150.0,11.2,h,Metro,2,S
1235000.0,3,2,1,0.0,204.0,11.2,h,Metro,2,S
457000.0,2,1,1,0.0,89.0,11.2,u,Metro,0,B
